Id,First Emotion,Second Emotion,Third Emotion,anger,contempt,disgust,fear,disappointment,shame,regret,sadness,compassion,relief,admiration,love,contentment,joy,pride,amusement,interest
1065,,,,1,1,4,4,0,2,0,4,1,0,1,4,4,1,2,1,4
1066,,,,1,1,2,4,0,0,1,2,3,3,3,2,1,0,1,2,3
1067,,,,3,2,2,2,3,1,1,0,1,2,2,0,1,0,1,4,2
1068,,,,2,2,2,1,1,4,1,0,2,2,2,2,2,3,1,4,3
1069,,,,1,4,4,2,0,3,4,4,1,2,1,0,4,3,0,1,1
1070,,,,2,1,0,4,3,2,0,1,1,2,3,1,1,3,2,0,1
1071,,,,3,4,2,4,4,4,4,0,1,3,2,1,1,3,1,4,1
1072,,,,1,2,1,0,0,2,4,4,4,0,0,3,2,1,0,0,2
1073,,,,2,2,2,1,4,3,1,1,4,3,0,0,1,4,3,0,3
1074,,,,3,1,1,2,3,2,0,2,1,0,3,2,4,4,3,0,2
1075,,,,2,1,1,1,4,2,4,4,2,4,3,1,4,0,3,1,2
1076,,,,1,4,0,2,3,0,0,2,3,3,3,2,4,3,2,4,4
1077,,,,0,4,3,1,0,3,1,2,3,4,1,4,0,3,0,0,3
1078,,,,1,2,2,2,2,1,3,0,4,4,2,3,1,2,0,3,0
1079,,,,1,3,2,0,3,4,1,1,2,1,0,0,2,1,2,2,3
1080,,,,4,2,4,1,3,2,1,0,3,2,3,0,0,3,3,3,3
1081,,,,0,0,4,1,2,2,3,3,2,0,3,3,1,2,1,3,1
1082,,,,2,3,2,0,2,0,1,0,4,4,4,4,0,0,0,1,0
1083,,,,3,4,4,4,1,2,2,3,4,4,1,4,2,4,1,1,4
1084,,,,1,2,2,4,3,1,0,3,3,2,3,3,1,0,1,0,2
1085,,,,1,3,3,4,1,0,4,2,3,1,4,1,2,4,4,4,2
1086,,,,0,0,0,1,4,3,4,0,0,1,1,3,2,3,1,3,3
1087,,,,4,2,0,4,0,2,0,1,0,1,4,2,0,1,0,1,4
1088,,,,2,0,2,2,0,2,2,0,1,1,4,1,2,0,0,2,3
1089,,,,4,1,1,3,3,3,4,0,1,4,4,4,3,1,3,3,2
1090,,,,0,1,2,0,2,0,1,0,1,3,0,3,4,2,2,1,4
1091,,,,1,3,4,4,1,3,4,4,3,3,3,4,1,3,1,4,3
1092,,,,3,0,3,3,0,4,4,0,1,4,1,4,1,2,3,4,4
1093,,,,3,2,4,2,0,3,0,1,4,1,4,4,3,1,0,4,0
1094,,,,4,1,2,1,2,2,1,4,4,4,1,3,3,2,2,4,3
1095,,,,1,4,0,2,0,4,2,0,0,2,3,2,0,0,2,2,0
1096,,,,0,3,2,2,4,4,1,3,3,4,0,4,1,0,2,0,0
1097,,,,4,3,0,2,1,2,1,1,1,4,4,4,0,4,2,2,4
1098,,,,1,3,0,3,0,1,0,2,4,3,1,4,0,4,4,1,4
1099,,,,0,2,2,4,0,2,4,1,3,3,1,1,4,4,2,2,3
1100,,,,2,3,4,0,0,1,2,1,3,3,1,1,3,3,1,0,2
1101,,,,1,1,4,2,3,1,2,1,1,3,1,0,4,2,2,4,3
1102,,,,3,1,3,4,2,2,0,3,2,3,1,4,4,0,1,1,0
1103,,,,2,3,2,1,1,2,3,4,3,1,1,4,3,3,1,4,2
1104,,,,4,2,1,0,0,1,2,1,3,3,4,2,0,4,1,4,3
1105,,,,2,2,3,0,4,4,1,0,0,0,4,1,4,1,3,2,3
1106,,,,2,2,3,0,3,0,1,4,3,0,3,3,0,1,4,4,0
1107,,,,1,2,1,4,3,1,3,2,0,1,3,1,1,4,1,1,3
1108,,,,1,3,0,4,0,1,0,4,2,3,1,4,4,0,4,0,0
1109,,,,0,1,4,0,2,0,2,2,0,0,2,0,2,4,4,4,0
1110,,,,3,3,4,3,2,1,0,0,0,2,3,0,4,4,0,2,1
1111,,,,1,3,4,2,1,0,3,3,2,2,3,2,1,1,1,3,2
1112,,,,2,2,2,1,2,4,4,1,1,2,1,3,0,0,2,1,0
1113,,,,3,4,4,3,0,3,1,3,2,1,1,0,4,2,2,0,3
1114,,,,1,3,1,1,3,2,2,4,4,4,4,2,1,4,2,2,1
1115,,,,1,3,3,2,0,4,3,4,4,4,3,0,3,3,4,4,0
1116,,,,3,3,4,0,0,1,2,1,3,4,2,2,0,2,3,3,4
1117,,,,0,1,4,4,2,3,4,3,3,2,4,1,2,4,0,0,2
1118,,,,3,4,2,1,3,2,2,3,4,2,0,4,3,0,3,1,4
1119,,,,1,1,0,2,4,2,2,1,1,2,2,4,3,1,2,1,1
1120,,,,2,0,0,1,2,0,2,2,4,1,1,2,1,3,1,1,4
1121,,,,2,3,2,2,0,2,4,1,3,3,4,1,3,0,3,0,2
1122,,,,4,4,4,1,1,0,4,1,2,0,2,0,4,1,3,3,4
1123,,,,3,2,1,1,2,0,0,0,0,2,3,4,4,4,1,1,3
1124,,,,1,4,4,3,1,4,0,4,2,4,2,1,4,0,1,4,0
1125,,,,2,3,0,4,4,3,0,4,0,2,4,1,4,3,0,1,0
1126,,,,1,3,0,1,1,0,2,1,4,0,3,2,1,1,0,3,3
1127,,,,2,1,0,2,2,3,3,4,1,3,1,1,4,0,0,3,4
1128,,,,3,1,0,0,4,0,2,3,1,4,3,3,3,3,0,2,4
1129,,,,2,0,4,3,2,3,4,2,4,1,2,1,0,1,3,0,4
1130,,,,4,4,2,1,1,3,4,2,2,4,3,2,2,4,1,3,2
1131,,,,4,0,4,3,2,4,4,4,1,1,0,1,3,1,2,3,0
1132,,,,2,0,1,4,1,4,3,0,2,0,3,2,0,4,4,4,3
1133,,,,3,1,3,2,1,2,3,0,2,1,4,4,2,0,3,2,3
1134,,,,2,2,1,4,3,3,2,0,1,1,2,2,4,4,0,3,2
1135,,,,0,0,0,3,1,0,4,3,0,1,3,4,1,1,1,1,4
1136,,,,3,1,1,1,0,0,4,4,0,2,3,1,2,4,4,2,4
1137,,,,4,2,4,2,0,4,1,1,1,3,1,4,4,3,0,4,1
1138,,,,1,4,2,4,1,3,4,3,1,2,0,0,2,1,3,3,2
1139,,,,0,1,0,0,4,2,4,4,1,1,0,3,1,0,2,0,3
1140,,,,3,3,2,0,3,4,4,4,3,1,0,0,0,3,2,0,3
1141,,,,1,4,4,4,0,0,2,3,0,1,0,1,0,3,2,4,2
1142,,,,4,0,1,3,3,2,0,2,0,3,2,4,2,1,4,4,0
1143,,,,0,4,1,2,1,4,4,3,0,2,0,4,0,4,4,2,2
1144,,,,3,0,1,4,2,1,3,4,0,3,2,1,1,2,0,2,2
1145,,,,0,0,2,3,4,3,2,4,3,0,4,2,0,1,0,2,3
1146,,,,4,2,2,3,3,2,0,0,3,3,0,4,4,0,2,1,1
1147,,,,2,0,3,2,2,4,1,1,2,3,2,1,3,1,4,4,2
1148,,,,4,2,2,2,4,2,0,0,3,3,1,1,4,0,0,4,3
1149,,,,0,0,3,1,1,2,1,2,3,3,0,4,4,0,1,2,0
1150,,,,0,2,3,2,2,3,1,3,1,0,2,0,1,2,2,1,1
1151,,,,2,1,2,3,0,3,1,2,3,3,4,0,0,0,1,3,1
1152,,,,0,2,1,4,0,3,4,2,3,1,4,4,3,3,2,2,1
1153,,,,4,1,0,3,0,2,0,3,1,0,0,1,3,0,3,0,3
1154,,,,3,1,2,1,4,0,1,1,4,0,1,3,3,0,4,4,0
1155,,,,0,0,2,3,0,3,4,3,3,0,1,2,0,0,4,0,2
1156,,,,4,2,3,4,2,2,1,1,1,4,0,0,1,1,3,2,3
1157,,,,3,2,3,4,3,4,1,1,3,3,1,3,4,3,4,4,1
1158,,,,1,1,0,4,3,4,0,3,0,1,3,4,0,3,1,3,2
1159,,,,0,1,2,4,0,0,3,4,1,2,3,2,3,2,0,1,2
1160,,,,1,3,3,4,1,0,1,4,2,2,4,0,3,4,3,0,4
1161,,,,3,2,4,4,4,2,4,2,0,4,3,1,2,0,0,2,3
1162,,,,3,1,3,2,3,1,4,3,1,2,3,1,3,2,3,3,0
1163,,,,0,0,1,3,3,1,4,1,4,4,1,1,4,0,0,3,0
1164,,,,0,4,3,1,4,3,3,4,3,0,1,3,1,3,1,0,4
1165,,,,0,4,3,0,4,3,1,2,1,0,0,1,4,4,0,1,2
1166,,,,4,0,1,2,2,0,3,1,0,2,1,2,1,0,1,0,0
1167,,,,1,3,3,4,2,2,4,1,4,4,2,1,3,2,1,3,4
1168,,,,1,4,1,4,0,0,4,2,1,0,3,4,3,3,3,4,0
1169,,,,2,1,2,2,2,4,1,0,1,0,1,4,2,3,4,2,2
1170,,,,1,4,1,2,2,3,1,1,3,4,4,2,0,4,4,0,1
1171,,,,3,4,0,2,0,4,2,0,3,0,1,2,3,1,0,3,3
1172,,,,2,0,0,1,0,4,0,1,1,0,2,4,1,1,2,0,1
1173,,,,0,3,4,3,4,1,0,4,4,1,1,1,3,0,2,1,3
1174,,,,3,3,4,2,0,2,0,2,3,3,0,1,0,0,0,4,1
1175,,,,3,1,3,1,2,1,2,4,2,1,3,0,0,1,2,1,2
1176,,,,1,1,4,2,3,2,4,2,0,2,0,2,1,0,2,2,2
1177,,,,1,2,2,3,1,2,2,3,4,4,2,1,2,4,2,4,1
1178,,,,0,1,2,2,2,3,0,3,4,4,1,1,1,3,2,4,2
1179,,,,4,0,2,0,2,2,4,3,1,2,0,1,3,0,4,3,1
1180,,,,1,3,2,2,1,1,2,4,1,3,1,2,1,3,3,3,0
1181,,,,0,0,4,3,3,0,0,1,0,4,3,4,0,3,1,1,0
1182,,,,4,1,0,2,4,2,1,0,3,3,0,1,2,1,0,3,0
1183,,,,2,1,2,3,2,1,1,3,1,4,1,1,3,0,3,3,1
1184,,,,0,4,1,4,2,0,3,4,2,1,2,3,4,2,2,1,3
1185,,,,4,2,0,1,0,0,0,1,4,4,4,0,1,2,3,0,0
1186,,,,1,3,2,0,1,2,4,2,1,0,0,2,3,3,0,3,1
1187,,,,3,4,0,3,2,4,3,1,1,4,4,4,0,2,1,0,2
1188,,,,2,1,0,0,2,3,1,3,2,4,2,0,1,0,1,2,3
1189,,,,0,2,4,1,2,0,2,2,0,3,3,0,0,3,1,1,0
1190,,,,3,0,3,1,2,2,3,1,4,1,2,4,2,0,2,1,0
1191,,,,4,1,1,3,1,2,2,1,4,4,4,3,4,0,0,1,0
1192,,,,4,0,0,1,0,3,2,4,3,0,0,3,1,1,2,3,3
1193,,,,1,0,4,3,3,3,3,4,2,0,3,1,4,3,4,4,2
1194,,,,3,1,2,0,4,1,3,2,3,1,3,0,4,3,2,1,4
1195,,,,4,1,1,4,2,0,1,2,3,3,2,1,0,2,3,1,3
1196,,,,1,4,3,0,1,2,2,2,2,0,0,1,4,3,0,0,0
1197,,,,0,2,2,3,1,0,4,4,0,2,3,0,0,4,2,1,1
1198,,,,2,2,0,2,3,3,0,1,2,0,0,0,3,0,4,2,0
1199,,,,0,0,0,3,4,3,0,2,1,3,1,4,0,3,3,1,2
1200,,,,2,3,0,1,1,1,0,2,1,4,1,1,2,1,1,0,2
1201,,,,2,2,3,0,3,2,1,3,0,0,4,3,3,1,2,0,3
1202,,,,0,3,0,4,3,3,3,2,4,4,0,3,3,1,0,1,3
1203,,,,1,3,2,2,0,0,2,3,3,2,3,2,3,1,3,3,3
1204,,,,1,2,2,1,4,2,2,1,1,1,4,4,3,4,3,1,0
1205,,,,4,1,1,4,3,1,2,1,1,1,3,0,3,2,3,3,2
1206,,,,2,0,2,2,3,4,4,4,4,0,3,2,3,3,2,0,1
1207,,,,2,2,3,2,2,4,0,4,0,4,1,4,0,3,1,2,0
1208,,,,2,2,3,4,3,0,2,0,2,3,2,2,2,0,1,0,2
1209,,,,1,0,1,4,2,1,3,0,3,4,3,1,2,3,4,0,4
1210,,,,1,1,3,3,2,0,1,4,2,2,0,3,4,3,4,1,0
1211,,,,2,0,1,0,0,2,0,2,2,4,4,3,1,0,4,3,4
1212,,,,4,3,4,0,2,0,4,2,0,3,2,0,1,3,2,4,1
1213,,,,4,0,2,2,1,0,0,3,3,4,1,1,4,1,0,2,4
1214,,,,1,4,2,4,4,2,1,1,3,2,3,2,3,3,2,0,3
1215,,,,1,2,0,3,4,4,4,3,0,2,0,3,1,2,0,2,1
1216,,,,3,4,0,1,4,4,0,1,1,3,0,1,4,0,1,2,1
1217,,,,1,4,2,2,3,1,1,3,2,4,4,1,2,0,0,2,4
1218,,,,4,2,0,0,4,3,2,3,2,1,0,2,4,3,1,2,0
1219,,,,0,0,1,2,0,4,4,3,2,4,0,2,1,0,1,1,2
1220,,,,1,4,1,4,1,1,1,2,0,2,2,0,4,4,2,0,0
1221,,,,1,2,3,2,4,2,2,3,2,4,3,0,0,4,3,2,3
1222,,,,1,2,3,4,0,1,1,3,1,3,2,1,3,0,2,1,0
1223,,,,0,2,1,3,2,3,0,1,3,2,1,0,2,1,1,0,2
1224,,,,3,3,1,2,3,2,4,4,3,4,0,0,2,4,3,0,4
1225,,,,0,1,4,4,3,3,0,1,3,1,0,2,0,0,2,0,1
1226,,,,4,4,1,1,2,2,4,4,4,1,2,2,0,2,2,1,4
1227,,,,1,4,1,2,0,3,2,0,4,2,4,2,4,2,0,4,0
1228,,,,2,3,0,4,1,1,0,3,1,2,2,4,3,3,3,3,2
1229,,,,2,0,4,1,2,3,4,0,2,4,1,1,2,3,3,1,2
1230,,,,2,2,3,1,2,2,2,3,1,1,3,1,2,4,3,4,1
1231,,,,2,0,3,2,4,1,1,4,0,3,4,0,4,0,2,2,0
1232,,,,1,0,4,3,2,1,4,3,4,0,2,3,4,4,2,0,4
1233,,,,4,2,0,3,0,4,2,0,2,2,1,2,3,1,4,1,4
1234,,,,4,0,3,2,1,0,1,3,2,4,2,3,2,0,0,2,4
1235,,,,3,3,3,2,0,3,4,1,3,0,4,0,1,2,1,2,2
1236,,,,1,2,3,3,3,4,3,1,1,1,2,3,3,4,0,2,4
1237,,,,0,2,1,1,4,3,4,2,0,0,3,3,4,0,3,1,4
1238,,,,3,4,1,4,2,4,2,0,2,2,3,1,0,2,3,4,4
1239,,,,1,3,3,3,4,0,4,0,1,3,2,4,3,0,3,4,2
1240,,,,0,2,4,0,4,1,4,0,0,1,4,3,4,3,2,3,3
1241,,,,4,4,0,3,2,3,0,4,4,0,1,0,4,0,2,2,0
1242,,,,1,3,2,3,2,4,2,1,3,4,4,2,4,3,3,3,4
1243,,,,0,1,3,0,0,3,3,4,4,4,2,4,3,4,0,4,3
1244,,,,3,4,1,0,3,4,0,4,1,4,2,2,2,2,2,3,2
1245,,,,3,4,0,4,4,2,2,0,2,1,2,0,1,2,1,1,1
1246,,,,3,1,0,2,3,1,1,0,4,0,2,3,4,1,3,3,0
1247,,,,0,4,4,0,3,1,3,4,2,2,0,4,2,4,3,4,0
1248,,,,4,1,1,1,4,3,0,4,0,0,3,0,1,1,0,4,4
1249,,,,1,3,3,1,3,3,1,2,0,4,1,2,2,2,0,3,4
1250,,,,3,3,4,2,0,4,3,4,1,0,1,4,0,0,1,4,3
1251,,,,2,1,4,3,3,4,4,3,0,3,2,0,4,3,2,4,2
1252,,,,2,4,0,0,2,2,1,0,1,1,4,1,2,0,2,1,2
1253,,,,4,2,2,1,1,4,1,1,4,2,1,1,0,1,0,2,1
1254,,,,0,2,2,0,3,4,4,2,2,4,3,0,2,2,0,4,4
1255,,,,3,4,1,3,3,4,2,4,1,0,1,4,3,1,4,4,0
1256,,,,0,2,2,1,0,2,1,3,2,1,1,1,0,1,3,0,4
1257,,,,0,4,1,2,4,4,0,0,3,0,0,0,2,1,0,2,2
1258,,,,0,1,1,1,1,0,4,4,1,3,2,4,1,2,0,1,4
1259,,,,0,1,0,0,2,2,0,1,3,1,4,2,4,0,1,4,1
1260,,,,1,1,0,4,2,2,1,0,1,2,1,0,0,4,3,0,3
1261,,,,2,0,3,1,1,3,3,2,3,1,3,1,4,1,0,4,3
1262,,,,0,1,1,0,2,2,1,1,1,0,4,3,2,2,3,3,0
1263,,,,2,4,4,4,2,2,1,0,0,2,0,3,0,4,0,3,0
1264,,,,2,4,4,3,1,0,0,1,1,3,4,0,4,3,4,2,2
1265,,,,3,2,3,0,4,2,3,3,1,4,3,2,3,1,4,3,2
1266,,,,2,2,4,4,3,4,0,2,1,3,3,3,2,3,2,1,3
1267,,,,3,2,0,3,4,4,0,2,1,2,2,1,3,1,1,4,4
1268,,,,3,2,3,1,0,4,0,2,4,3,0,1,2,2,2,1,3
1269,,,,4,1,4,0,2,2,1,2,2,3,1,3,0,0,1,4,2
1270,,,,0,3,4,2,2,0,3,0,0,4,2,0,1,3,0,2,4
1271,,,,3,4,0,3,1,2,1,2,3,0,3,3,0,2,4,1,1
1272,,,,4,3,3,1,2,4,2,0,1,2,0,4,0,0,1,1,4
1273,,,,1,3,2,0,1,0,4,1,4,0,4,1,4,1,0,4,2
1274,,,,4,2,2,2,0,3,3,3,4,0,2,3,2,0,4,4,4
1275,,,,3,2,1,4,1,2,4,0,4,1,3,2,4,1,3,2,0
1276,,,,3,3,1,4,3,0,4,3,1,4,4,4,3,1,2,0,0
1277,,,,3,3,1,4,1,3,4,1,2,0,2,4,4,4,4,0,3
1278,,,,3,2,3,1,1,3,0,4,4,3,0,2,1,0,0,2,2
1279,,,,1,3,4,4,1,1,1,3,4,3,2,4,0,1,1,2,3
1280,,,,3,1,3,2,1,1,3,3,1,2,1,3,2,0,3,4,3
1281,,,,3,3,2,0,2,1,2,0,0,2,1,0,1,0,2,2,4
1282,,,,1,1,2,3,2,4,0,0,2,1,3,4,3,0,3,2,1
1283,,,,0,0,2,4,2,2,4,3,3,2,1,4,3,2,4,0,3
1284,,,,1,2,1,2,1,3,4,2,2,2,0,2,4,1,3,4,0
1285,,,,0,1,3,4,4,3,0,4,1,1,4,0,0,4,2,1,1
1286,,,,4,1,0,0,0,3,1,4,1,1,2,0,4,2,3,3,1
1287,,,,4,4,0,1,4,4,1,3,1,2,2,2,1,1,3,4,3
1288,,,,0,3,4,4,0,2,0,4,2,1,4,0,0,2,2,0,0
1289,,,,1,4,4,3,3,2,1,2,2,0,0,4,0,1,3,1,1
1290,,,,3,2,1,0,1,0,4,1,0,2,2,0,3,1,0,3,3
1291,,,,2,0,0,3,0,3,0,4,3,4,1,0,1,4,3,4,4
1292,,,,2,3,1,2,0,1,3,0,2,0,4,2,0,1,3,1,0
1293,,,,0,4,4,3,4,0,2,1,4,1,1,0,4,2,4,1,0
1294,,,,0,2,0,4,2,0,0,4,2,0,4,4,3,3,4,1,1
1295,,,,2,2,0,1,0,2,0,1,3,1,2,1,1,0,3,1,1
1296,,,,0,3,4,4,4,0,2,3,2,4,4,4,3,2,1,2,1
1297,,,,4,4,0,0,4,3,4,1,0,4,3,3,4,4,2,1,2
1298,,,,4,3,0,2,4,2,3,4,0,3,3,0,2,2,0,0,3
1299,,,,0,1,3,0,1,2,1,2,1,3,3,2,2,4,3,1,2
1300,,,,0,4,4,0,0,3,3,1,2,0,3,1,3,4,1,4,2
1301,,,,1,3,2,2,3,4,3,3,3,3,1,3,3,1,4,2,0
1302,,,,3,2,2,0,2,2,4,4,4,0,3,1,1,1,3,2,0
1303,,,,4,3,3,2,0,3,0,1,1,0,0,3,3,0,3,0,2
1304,,,,1,3,3,4,1,1,2,4,2,3,1,4,4,4,2,3,1
1305,,,,4,1,4,0,2,1,0,2,1,3,0,1,1,2,1,1,1
1306,,,,1,1,2,1,1,0,3,3,4,0,4,2,2,2,2,3,0
1307,,,,3,4,2,2,3,3,1,1,0,1,0,0,3,1,1,4,1
1308,,,,3,2,4,2,3,4,2,3,0,2,0,0,2,2,1,4,2
1309,,,,0,3,4,3,4,2,4,3,3,1,4,3,0,0,4,0,4
1310,,,,4,3,1,4,3,3,0,3,0,4,2,1,2,2,3,0,2
1311,,,,1,1,4,1,1,0,4,1,2,1,3,1,1,2,0,1,3
1312,,,,4,3,1,4,4,0,0,4,3,4,0,3,1,2,4,2,4
1313,,,,1,4,2,3,1,1,4,3,0,3,1,2,4,1,4,4,3
1314,,,,2,4,4,0,3,4,4,4,0,2,4,2,3,2,3,1,2
1315,,,,0,3,1,0,2,1,1,1,1,4,2,0,1,3,2,0,3
1316,,,,4,3,1,4,3,3,1,3,2,2,1,4,2,1,4,3,1
1317,,,,2,0,2,4,3,1,2,3,2,0,3,4,4,2,1,2,1
1318,,,,0,1,1,0,2,3,3,4,2,2,4,1,1,2,2,4,1
1319,,,,4,3,2,0,2,0,1,3,2,4,0,3,0,1,4,3,1
1320,,,,3,1,2,2,4,4,4,1,4,3,1,4,4,3,4,2,4
1321,,,,2,0,1,1,3,0,3,1,4,4,2,2,0,2,3,3,3
1322,,,,0,1,2,1,2,4,0,1,0,3,0,4,2,3,2,1,3
1323,,,,2,0,2,0,3,1,2,4,2,3,4,4,0,4,2,3,3
1324,,,,4,4,4,2,3,3,3,1,4,4,2,3,3,3,3,2,3
1325,,,,0,3,4,0,2,4,4,0,1,1,0,3,0,1,3,3,3
1326,,,,0,2,1,0,3,2,1,1,4,2,2,4,3,0,4,2,0
1327,,,,1,0,0,1,3,4,2,1,0,0,2,0,2,3,0,3,3
1328,,,,3,0,3,3,4,0,3,4,2,2,4,2,4,4,4,1,3
1329,,,,0,2,2,1,3,0,3,2,0,2,2,4,2,1,2,4,2
1330,,,,0,3,0,1,4,2,4,0,1,3,2,0,4,2,0,0,0
1331,,,,3,0,1,0,1,4,0,3,2,1,2,1,4,2,4,0,2
1332,,,,1,0,3,3,0,2,1,1,0,0,3,4,0,3,1,2,2
1333,,,,4,2,0,0,2,2,4,4,4,0,0,2,1,1,1,1,4
1334,,,,4,3,0,1,2,3,3,3,1,4,2,1,0,1,4,1,3
1335,,,,0,0,2,0,3,3,2,4,4,0,1,2,0,0,0,0,0
1336,,,,2,4,3,1,1,3,0,4,1,1,1,0,4,0,2,3,3
1337,,,,0,0,1,2,4,0,3,4,2,0,1,2,4,4,4,0,0
1338,,,,1,4,1,1,0,1,4,1,1,2,2,0,3,1,2,2,4
1339,,,,2,0,2,4,0,3,3,2,3,4,3,4,2,0,0,2,3
1340,,,,4,2,0,3,2,1,0,2,4,2,1,0,0,0,4,2,0
1341,,,,0,4,2,3,4,4,4,4,0,1,3,0,2,0,1,1,4
1342,,,,1,1,3,4,0,1,2,3,0,3,3,4,0,2,3,4,3
1343,,,,3,0,1,0,1,1,3,4,0,3,1,3,4,3,1,3,1
1344,,,,4,1,4,3,3,4,1,1,1,1,1,1,1,0,4,2,1
1345,,,,0,2,0,4,0,1,1,1,2,0,4,3,2,0,3,2,1
1346,,,,4,2,3,2,3,4,2,1,0,4,1,0,3,1,1,4,4
1347,,,,1,0,2,3,3,1,4,1,3,0,4,1,1,3,1,0,1
1348,,,,0,4,0,0,2,4,2,2,2,0,3,1,1,2,4,1,2
1349,,,,4,2,2,0,4,1,1,2,1,1,2,1,3,3,4,3,1
1350,,,,3,4,4,3,0,0,4,1,3,3,4,2,2,2,1,4,2
1351,,,,2,0,2,4,1,2,4,1,0,0,1,4,2,0,4,2,0
1352,,,,0,0,1,3,3,1,1,1,4,1,2,3,2,3,2,4,0
1353,,,,2,0,3,2,3,4,4,3,4,2,1,0,4,4,1,0,4
1354,,,,3,3,3,3,0,1,0,0,2,0,2,4,1,0,2,2,1
1355,,,,3,1,3,2,1,2,3,4,3,2,0,2,2,4,4,1,2
1356,,,,3,2,1,4,4,1,0,4,3,1,0,2,0,1,3,2,0
1357,,,,4,2,3,2,0,4,4,4,2,4,4,2,4,1,4,0,2
1358,,,,4,0,3,3,4,0,0,2,1,0,3,3,1,4,1,4,1
1359,,,,3,3,4,2,3,1,0,1,0,2,2,2,1,1,1,1,4
1360,,,,0,3,1,4,2,2,2,0,2,4,2,1,4,3,2,3,4
1361,,,,3,3,1,2,3,4,0,3,2,1,4,0,2,4,0,3,4
1362,,,,3,1,2,4,1,1,2,3,0,2,1,2,4,1,1,0,0
1363,,,,3,0,3,4,4,0,4,4,0,0,3,1,1,4,2,2,4
1364,,,,0,2,3,1,3,4,3,0,3,4,0,3,3,4,0,2,0
1365,,,,2,2,1,1,3,3,2,4,1,3,4,1,3,0,1,0,4
1366,,,,4,0,3,4,1,4,2,2,0,0,4,4,4,0,0,2,2
1367,,,,2,4,0,4,3,2,2,0,3,2,4,4,2,3,0,4,0
1368,,,,0,2,3,3,3,3,3,4,2,3,0,2,0,0,3,4,0
1369,,,,1,1,1,4,3,2,0,3,1,0,1,4,1,0,3,0,2
1370,,,,2,0,4,0,1,4,2,0,0,3,0,2,1,3,2,2,2
1371,,,,3,0,3,1,0,4,0,2,3,0,4,4,4,3,1,0,4
1372,,,,2,1,2,4,4,0,2,0,3,2,2,0,4,2,3,4,0
1373,,,,2,0,3,2,0,2,1,1,0,3,4,2,1,4,2,3,0
1374,,,,0,4,2,2,0,0,2,2,4,4,4,3,0,3,1,1,0
1375,,,,4,2,3,0,1,4,4,3,2,4,3,1,1,0,4,2,1
1376,,,,4,0,0,0,2,1,3,4,4,4,2,1,4,3,1,3,2
1377,,,,1,2,0,3,1,3,1,1,2,2,1,3,3,4,4,2,3
1378,,,,0,4,3,4,1,2,2,2,0,1,1,4,3,4,3,1,3
1379,,,,4,1,0,0,0,1,2,2,2,3,4,4,4,1,0,0,3
1380,,,,0,4,3,0,2,2,4,3,0,1,1,1,1,0,3,0,0
1381,,,,1,2,1,3,3,4,1,1,0,2,4,3,1,4,0,1,3
1382,,,,0,2,2,3,2,0,2,4,3,2,4,4,3,3,3,3,1
1383,,,,1,0,1,0,3,2,0,0,2,1,0,4,0,2,0,3,1
1384,,,,0,2,4,4,0,1,0,4,0,1,4,1,1,4,2,4,3
1385,,,,4,1,0,3,2,1,4,2,2,1,1,1,1,2,1,0,4
1386,,,,4,1,2,1,1,2,1,0,1,1,4,0,3,2,3,1,2
1387,,,,4,2,3,1,2,2,0,2,1,0,2,0,2,1,4,3,0
1388,,,,4,2,2,4,4,1,2,3,2,1,4,1,2,4,3,3,1
1389,,,,3,0,3,0,4,1,3,2,3,3,0,4,0,3,0,1,0
1390,,,,2,3,1,2,4,4,1,2,1,0,0,0,2,2,0,2,0
1391,,,,2,2,0,2,2,2,2,3,1,3,3,0,3,3,4,1,2
1392,,,,2,1,0,0,3,1,2,4,1,0,4,4,2,1,1,1,3
1393,,,,4,3,1,4,0,3,0,2,1,0,0,1,3,4,2,3,0
1394,,,,4,3,0,1,0,0,3,2,2,2,3,4,3,4,0,3,4
1395,,,,2,4,2,0,4,2,2,2,3,4,2,3,3,3,0,1,1
1396,,,,4,2,4,3,4,2,1,1,3,4,0,4,4,2,2,4,0
1397,,,,1,1,3,1,4,2,2,2,2,4,3,3,1,0,3,0,4
1398,,,,4,4,2,3,2,3,3,0,4,0,2,3,4,0,2,1,1
1399,,,,0,4,1,3,4,2,4,0,3,1,1,0,1,4,0,1,3
1400,,,,1,1,2,1,0,3,0,4,1,0,0,2,2,1,0,3,4
1401,,,,1,3,4,1,0,0,4,3,2,1,1,0,3,2,2,1,3
1402,,,,0,4,2,0,4,4,0,1,4,3,2,2,3,1,4,2,2
1403,,,,1,2,4,0,1,1,3,4,0,0,0,2,2,3,0,3,1
1404,,,,0,4,4,4,0,2,4,0,3,0,3,2,3,1,0,2,2
1405,,,,0,3,3,2,0,1,1,3,3,0,3,4,3,2,2,0,2
1406,,,,2,0,3,2,0,4,4,2,3,2,4,2,2,2,4,2,2
1407,,,,4,0,0,4,1,1,1,2,0,4,4,0,2,0,3,2,2
1408,,,,3,2,2,1,4,3,0,3,0,0,0,3,3,3,1,3,2
1409,,,,1,0,0,0,4,0,0,3,1,1,2,2,2,2,0,3,2
1410,,,,3,2,3,3,0,0,0,3,0,4,1,1,0,2,3,0,4
1411,,,,0,4,1,2,1,3,4,1,4,1,0,4,1,1,2,4,2
